nomenclature,code
chrome cobalt partial,726
other ortho treatment,1032
bridge acid etch (retainer),923
private examinations,100
block bone graft,210
filler 1,9999
porcelain filling,399
4 implants + locators and overdenture,9999
implant all on 6,9999
plastic denture,726
fixed single arch,9999
fissure sealant (preventative),301
hygienist 30 minutes,203
whitening upper and lower home,1114
amalgam restoration (i),400
fit bleachguard with kit,9999
trauma composite splint (per union),1126
fit  bleach guard with kit,9999
hygienist 60min,206
eletrosurgery,9999
hygiene- advanced gum management,231
outstanding treatment,9999
whitening promotion price for double arches,9999
reline fit,716
diagnostic waxingup,116
issue of presc duraphat 5000,1103
initial full consultation,100
impression reline  denture,701
impression night guard,1128
filler treatment per unit,9999
impressions  sport mouthguard,1128
fit night guard,1106
flexidenture,721
invisalign free consultation,1005
admin,9999
emergency temp crown,421
incise an abscess,9999
bleaching in root canal,9999
porcelain inlay/overlay fit,409
addition clasp,724
endodontist molar root canal treatment,515
issue of presc duraphat2800,1103
fit sport mouthguard,1107
six month smile consultation,1008
oasis private exam template,100
flexidenture fit,721
rest seat,9999
facial aesthetics photo,109
dysport consent form,9999
inman aligner consultation,1000
fixed splint with wire,1126
endodontist investigation,9999
facial aesthetics rev,3034
whitening daywhite single arch,714
inlay compound cavity,715
emergency callout fee,9999
remove fractured cusp (occ),9999
inman aligner interproximal reduction,1032
dysport,9999
impression snoreguard,1128
remove # post,440
six month smile appointment 1,1008
bleachguard fit with whiting kit,9999
six month smile appointment 6,1008
six month smile appointment 2,1008
six month smile appointment 4,1008
denture other,726
plastic crown,415
endodontist premolar root canal treatment,510
six month smile appointment 7 retainer and whitening trays,1008
six month smile appointment 3,1008
acrylic occlusal appliance,9999
six month smile appointment 8 whitening fit,1008
six month smile appointment 5,1008
inman aligner study model,110
arrest of haemorrhage,9999
six months clear aligners 4,1008
endodontist retreatment of molar appointment 1,515
inman aligner retainer impression,1128
inlay confluent compound cavity,410
flouride application,300
six months clear aligners 6,1008
six months clear aligners 1,1008
botox/fillers consultation,3034
fit snoreguard,1106
invisalign retainer impressions,1128
overslot/underslot,9999
inman aligner retainer fitting,1032
admin + post,9999
legal report,9999
zoom single whitening syringes,9999
inman aligner impression,1128
strengthner,9999
six months fixed retainer,1009
six months clear aligners 3,1008
six month smile appointment 9 fit,1008
bonded retainer,9999
whitening review and photos,9999
adjust brackets /fine tune/ipr,9999
fit appliance,9999
d3,703
d2,701
vital pulpotomy adult,506
six months removable retainer,1010
endodontic retreatment of a premolar appt 1,516
airflow prescription,1103
endodontist incisor root canal treatment,511
endodontist retreatment of a molar appointment 2,514
invisalign retainer fit,1005
fastbrace initial consultation,1000
consent form with payment of deposit,9999
addition gum,9986
microbrasion,9999
toothmousse,9999
domiciliary visit,1132
apicected,9986
bridge sectioning,9999
endodontist retreatment of a premolar appointment 2,516
top up whitening gels 16% carbamide,9999
endodontist retreatment of an incisor appointment 1,517
invisalign fit 2 arches,1005
impression orthodontic retainer,1128
rremove brackets imp retainer,1032
lower teeth alignment and elastics,1032
upper premolar alignment,9986
upper incisal segment,9986
chairside bleach complete with trays,1113
composite inlay /overlay fit,410
aerosol generating procedure,9999
six months clear aligners 5,1008
invisalign impressions and photos,1128
close space with lacing,9986
movable joint,9999
exam age 5-11,124
d1,700
FB,9999
six months clear aligners 2,1008
whitening tray review,103
exam and hyg (dentist),201
visiclear clasp,724
airflow hygiene,240
specialist extractions,601
whiting,9999
whitening in chair promotion,1113
clear smile consultation,1000
express service fee,9999
expansion screw,1032
sonicare easy clean,9999
inter space tooth brush cts,9999
full gold bridge fit,926
oral b cross action tbrush,9999
extraction of fractured crown,9986
bupa insurance chrome denture impression,700
gingival veneer impressions,439
zoom 16% carbamide staff,9999
bupa insurance hygiene visit (essential preventative care),231
crest glide floss picks,9999
gingival veneer fit,437
endodontist apicectomy,506
clear smile retainer impression,1128
whitening chairside with topup kit,1113
chairside bleach only,1113
inlay single surface,410
impression inman aligner,1128
advantage toothbrush oral b,9999
credit card charge denplan,9999
orbit chewing gum,9999
extraction  addition. fee per visit,9999
braun professional 5000,9999
nuhc0147 removable invisalign - sinle arch,1005
nuhc0130 denture (cobalt chrome) full upper or lower,726
upper / lower partial dentures,707
fit orthotic device,1032
chiropody casting,9999
chiropody temporary device,9999
gold work on denture,9986
examination denplan,100
chiropody,9999
regular chech-up exam,100
full metal non-precious,420
prescription/referral to hyg,1103
nuhc0110 filling ( composite -large),401
other adjustments to denture,714
nuhc0104 radiographs intra oral,128
examination practice plan,100
nuhc0098  adult initial consultaion,100
brite smile consultation,9999
brite smile procedure,9999
child protection,9999
urgent treat acute mucosa infection3701,111
hygienist visit denplan,231
nuhc0127 fluoride application,300
soft tissue conditioner,9999
urgent composite,401
active caries,9994
code: 20059 ll7  filling. surface: o,399
single unit crown,415
tooth:ur3,9983
oral surgery implant retail pack stage 1,9999
invislign review,1012
code: 1721 nhs bonded precious metal crown tooth:ur1 material:precious metal,418
periodontal review following treatment,214
post op review,103
code: 1802  toothul2 material:vmk,920
code: 1802  toothur1 material:resin,920
code: 1801  tooth: ul1 material: resin,920
emergency appointment exsisting patient 0,126
root canal treatment molar stage 1,500
cone beam ct image,108
code: 20057 chrome denture tooth:ul6,711
scale & polish hygienist 60,200
tooth ur1,9986
metal denture fit,726
root canal treatment molar stage 2,500
root canal treatment incisor/canine stage 1,502
panoral films - opg,107
code: 8440 nhs first treatment,9999
scale and polish 40,200
periodontal treatment 3,201
periodontal treatment 2,201
hygiene 45 mins 30 mins fee 74,205
composite filling extra small,401
periodontal treatment 4,201
single implant crown placement 1400,845
review - post op,103
implant consultation foc,800
emergency appointment existing patient 0,126
direct access 40min hygienist visit,204
code: 1503  tooth:ur1,9986
cavity no caries,9997
root canal treatment pre molar stage 1,501
root canal treatment incisor/canine stage 2,502
scale and polish new patient 70,231
sg kidsplan 5.50 per month,9999
code: 1801  tooth: ur3 material: precious metal,920
hygiene 60 mins 45 min fee 90,206
perio involved extraction,601
sinus lift 1st stage,840
root canal treatment pre molar stage 2,501
compostie filling large,401
direct access 45min hygiene visit,205
periodontal treatment (pre increase),201
sg review,103
code: 1802  toothur5 material:precious metal,9986
code: 1104  tooth:lr6,9986
blowdown retainer,1032
crown - porcelain bonded - rear teeth,417
dentrue - partial acrylic,707
ortho impressions invisalign,1014
code: 1801  tooth: ur1 material: amalgam,9986
bridge removal,9999
scale and polish new patient 90.00,231
ortho consult adult,1000
code: 1801  tooth: lr7 material: gold,419
new patient discussion,102
surgical consultation 60,9999
invisalign progress review,1012
implant audit,9999
miscellaneous trt,9999
sg crown fit,427
invisalign upper lower cases,1005
mft consultation and assessment,9999
adult fixed single arch,1032
ortho imps other,1014
u/l fixed appliance adult,1032
periodontal review following treatment (pre increase),214
tooth: ll8,610
blowdown ret,1032
arrested caries,9994
root filling - front teeth,9977
orthdontic consult,1000
denture bite,702
take home whitening,1114
high aesthetic crown,415
tooth whitening consultation,9999
discretionary fee code,9999
single implant 1st stage special,801
in-direct sinus lift,840
code: 1831 acid etch bridge retainer tooth: ur1,907
sg inlay fit,451
implant surgery,801
plan examination,100
crown - porcelain bonded - front teeth,417
botox 1,3034
ortho consult child,1000
scale & polish hygienist 55,200
facial aesthetics consult,3003
child new patient exam,124
implant replacement,9986
bupa insured extraction,600
nhs mos apicectomy,9999
u/l fixed appliance child,1032
tooth lr1,9986
sg whitening tray fit,1115
consultation internal referral no charge,9999
top up whitening kit,9999
re-fit implant crown,845
bridges - per unit bridge,920
dermal fillers,3034
child fixed single arch,1032
ZZ,9999
sg mouthguard fit,1107
invisalign anterior only,1005
denture - full upper - chrome cobalt,708
ura functional appliance,1035
additions orther (upper/lower),9999
h30 with rs the 30 mins before,203
inlay gold,408
tmj facial pain consultation,9999
application of fissure sealant,301
invisalign finished,1005
failed to return,9972
repair to fixed appliance,1032
supervision of retainer,9999
pre price increase treatment option,9999
adjust ura,1032
filler 2,1128
internal referral to sg,9999
paeds recall exam,100
investigation,9999
child filling (deciduous),399
bite splint therapy,9999
temporary denture,726
timed treatment charge (45 mins),9999
XZ,9999
perio treatment,201
plan scaling,200
child exam nhs,124
[ul6] stoning/smoothing (3ns),1116
scale & polish (band 2),200
urgent small xray  film,105
plan xrays,105
exam review,103
inital assessment,104
impression for addition to denture,1128
hydrofill,9999
mouthgaurd imps,9999
routine child examination,124
partial denture chrome,711
smile aligners,9999
acid etch composite splint,1126
ONLAYS - GOLD,408
scaling 3mth,200
ONLAY PORCELAIN,409
direct composite veneers,438
pre-aligner impressions,1128
INVISFREECONS,9999
emergency call out,126
onlay gold,9999
scaling 2mth,200
2nd stage rct,500
filling gic,9999
perio opg,107
duraphat tooth paste,9999
cfast braces,1128
urgent vital pulpotomy,506
child new patient consult,124
reline,9999
zoom!,9999
INVISRETAINERFI,9999
deep scaling,9999
specilist endo treatment,507
[ur1] 0101 (nnd),9999
INVISRETAINIMP,9999
INVISIPR,9999
ONLAYS- SILVER,9999
everstic splint,1126
[ur7] gingivectomy - upper (3yd1),9999
pulp extirpation & dress 1 canal,9986
impressions for addition to denture,1128
onlay composite,410
partial dentures - acrylic,707
ite (3nb),726
scaling 1mth,200
urgent panoral,107
stage 3 - implant impressions,1128
onlay silver,9999
extraction of broken part of tooth,600
stage 4 - implant crown fit,427
regular check-up,100
nuhc0125 extraction surgical,601
nuhc0113 filling (amalgam -large),400
nuhc0108 filling (composite - small),401
nuhc0099 routine adult examination,100
hygienist jha plan,231
adjustments to denture occ,714
nuhc0100 child initial consultation,124
nuhc0116 porcelain bonded crown precious,417
nuhc0117 porcelain bonded crown non precious,417
filling - (glass ionomer large),403
nuhc0105 radiographs extra oral,107
nuhc0124 extraction complex,601
nuhc0102 orthodontic consultation,1000
hyg visit practice plan,231
nuhc0126 pain relief,9999
nuhc0118 ceramic crown,416
nuhc0145 implant abutment,805
nuhc0123 extraction - simple,600
hyg visit denplan,231
urgent amalgam,400
nuhc0144 implant placement,801
nuhc0142 fixed bridge per unit,920
root canal treatment pre molar,501
nuhc0112 filling (amalgam- medium)),400
root canal treatment molar,500
britesmile whitening procedure,9999
oral pathology exam,100
sensodyne search 3.5,9999
nuhc0146 fixed both arches,1032
examination new patient,102
adjustments to metal dentures occ,714
full non-precious,415
filling (glass ionomer medium),403
nuhc0121 night guard hard,1106
nuhc0103 implant consultation,1132
lava crown prep,414
synthetic addition to restore denture,9999
dental implants,1128
nuhc0122 michigan splint,1136
fixed bridge per unit,920
filling (glass ionomer- small),403
microabrasion treatment,9999
c t scan,108
